Year,Month,State,Labor Force,Employed,Unemployed,Unemployment Rate,Industry,Gender,Education Level
2014,November,NY,135000,121500,13500,10.00%,Manufacturing,Male,Bachelor's
2014,November,NY,90000,81000,9000,10.00%,Technology,Female,Some College
2014,November,CA,103000,94000,9000,8.74%,Retail,Male,High school diploma
2014,November,CA,15321000,14181000,1140000,7.44%,Education,Female,Master's degree
2014,December,NY,11404000,10546000,858000,7.52%,Manufacturing,Male,Associate
2014,December,NY,11898900,10512000,1386900,11.66%,Technology,Female,High School
2014,December,CA,14813100,13418200,1394900,9.42%,Retail,Male,High school diploma
2014,December,CA,230000,207000,23000,10.00%,Hospitality,Female,Master's degree
2015,January,NY,120000,108000,12000,10.00%,Professional and Business S.,Male,Some College
2015,January,NY,11931200,10535500,1395700,11.70%,Manufacturing,Female,Bachelor's
2015,January,CA,68000,63000,5000,7.35%,Agriculture,Male,High school diploma
2015,January,CA,53800,45900,7900,14.68%,Agriculture,Female,Master's degree
2015,February,NY,14467400,12838200,1629200,11.26%,Education,Male,Associate's degree
2015,February,NY,11963800,10561900,1401900,11.72%,Health Care,Female,Bachelor's degree
2015,February,CA,13270900,12282200,988700,7.45%,Agriculture,Male,High school diploma
2015,February,CA,41811,31974,9837,23.53%,Technology,Female,High school diploma
2015,March,NY,14469100,12840600,1628500,11.26%,Retail,Male,Master's degree
2015,March,NY,11994100,10587600,1406500,11.73%,Finance,Female,High School
2015,March,CA,17678400,15576000,2102400,11.89%,Agriculture,Male,High school diploma
2015,March,CA,85000,74250,10750,12.65%,Professional and Business S.,Female,Master's degree
2015,April,NY,14469900,12842900,1627000,11.24%,Energy,Male,Some College
2015,April,NY,12020400,10612300,1408100,11.71%,Hospitality,Female,Bachelor's
2015,April,CA,13270900,12282200,988700,7.45%,Technology,Male,Bachelor's degree
2015,April,CA,3675600,3230100,445500,12.12%,Retail,Female,Bachelor's degree
2015,May,NY,14468800,12845400,1623400,11.22%,Manufacturing,Male,Associate
2015,May,NY,12043500,10633300,1410200,11.71%,Education,Female,High School
2015,May,CA,14813100,13418200,1394900,9.42%,Technology,Male,High school diploma
2015,May,CA,15321000,14181000,1140000,7.44%,Retail,Female,Master's degree
2015,June,NY,11404000,10546000,858000,7.52%,Energy,Male,Associate's
2015,June,NY,12189600,10906500,1283100,10.53%,Hospitality,Female,High School
2015,June,CA,90000,82800,7200,8.00%,Agriculture,Male,High school diploma
2015,June,CA,82000,75960,6040,7.37%,Agriculture,Female,Master's degree
2015,July,NY,14805900,13402800,1403100,9.48%,Manufacturing,Male,Bachelor's
2015,July,NY,12256700,10931700,1325000,10.81%,Health Care,Female,Some College
2015,July,CA,17492600,15804800,1687800,9.65%,Professional and Business S.,Male,High school diploma
2015,July,CA,12239900,11148800,1091100,8.91%,Energy,Female,Master's degree
2015,August,NY,14802200,13398600,1403600,9.48%,Hospitality,Male,Bachelor's degree
2015,August,NY,12301400,10951600,1349800,10.97%,Construction,Female,High school diploma
2015,August,CA,103000,94000,9000,8.74%,Education,Male,Master's degree
2015,August,CA,17678400,15576000,2102400,11.89%,Manufacturing,Female,Associate's degree
2015,September,NY,14810100,13413800,1396300,9.43%,Technology,Male,Bachelor's degree
2015,September,NY,12357400,10977300,1380100,11.17%,Retail,Female,High school diploma
2015,September,CA,3484800,3241600,243200,6.98%,Education,Male,High school diploma
2015,September,CA,3486900,3244100,242800,6.96%,Manufacturing,Female,Bachelor's degree
2015,October,NY,14798100,13395600,1402500,9.48%,Technology,Male,Bachelor's degree
2015,October,NY,12320000,10966700,1353300,10.98%,Retail,Female,Bachelor's degree
2015,October,CA,5291,5022,269,5.08%,Agriculture,Male,High school diploma
2015,October,CA,817000,754000,63000,7.71%,Agriculture,Female,Master's degree
2015,November,NY,407000,378000,29000,7.13%,Manufacturing,Male,Bachelor's
2015,November,NY,12379600,10995300,1384300,11.18%,Health Care,Female,Master's
2015,November,CA,13270900,12282200,988700,7.45%,Professional and Business S.,Male,High school diploma
2015,November,CA,90000,81000,9000,10.00%,Energy,Female,Master's degree
2015,December,NY,14801300,13399500,1401800,9.47%,Hospitality,Male,Associate's degree
2015,December,NY,12404400,10987800,1416600,11.42%,Construction,Female,Bachelor's degree
2015,December,CA,230000,207000,23000,10.00%,Finance,Male,High school diploma
2015,December,CA,120000,108000,12000,10.00%,Professional and Business S.,Female,Master's degree
2016,January,NY,15238900,14064200,1174700,7.71%,Energy,Male,Some College
2016,January,NY,12169700,11209100,960600,7.89%,Hospitality,Female,Bachelor's
2016,January,CA,17492600,15804800,1687800,9.65%,Technology,Male,High school diploma
2016,January,CA,12239900,11148800,1091100,8.91%,Retail,Female,Master's degree
2016,February,NY,15289100,14051600,1237500,8.09%,Healthcare,Male,Associate's degree
2016,February,NY,12195200,11236900,958300,7.86%,Technology,Female,Bachelor's degree
2016,February,CA,17678400,15576000,2102400,11.89%,Agriculture,Male,High school diploma
2016,February,CA,103000,94000,9000,8.74%,Agriculture,Female,Master's degree
2016,March,NY,15329200,14102700,1226500,8.00%,Education,Male,Associate's degree
2016,March,NY,12241400,11242500,998900,8.16%,Construction,Female,Bachelor's degree
2016,March,CA,3475600,3230100,245500,7.06%,Technology,Male,High school diploma
2016,March,CA,13270900,12282200,988700,7.45%,Retail,Female,Bachelor's degree
2016,April,NY,15418000,14207800,1210200,7.85%,Manufacturing,Male,Bachelor's degree
2016,April,NY,12310500,11371400,939100,7.63%,Healthcare,Female,High school diploma
2016,April,CA,90000,82800,7200,8.00%,Education,Male,High school diploma
2016,April,CA,82000,75960,6040,7.37%,Manufacturing,Female,Master's degree
2016,May,NY,15478200,14269200,1209000,7.81%,Technology,Male,Some College
2016,May,NY,12352500,11421400,931100,7.54%,Retail,Female,Bachelor's
2016,May,CA,14813100,13418200,1394900,9.42%,Education,Male,High school diploma
2016,May,CA,14208700,13353200,855500,6.02%,Manufacturing,Female,Master's degree
2016,June,NY,15428900,14301100,1127800,7.31%,Technology,Male,High School
2016,June,NY,12410900,11528100,882800,7.11%,Retail,Female,Some College
2016,June,CA,1270000,1148000,122000,9.61%,Technology,Male,High school diploma
2016,June,CA,750000,675000,75000,10.00%,Retail,Female,Master's degree
2016,July,NY,15478900,14351200,1127700,7.29%,Energy,Male,High School
2016,July,NY,12460900,11588200,872700,7.00%,Hospitality,Female,Some College
2016,July,CA,18174600,16220900,1953700,10.75%,Agriculture,Male,High school diploma
2016,July,CA,13270900,12282200,988700,7.45%,Technology,Female,Master's degree
2016,August,NY,15518900,14376400,1142500,7.36%,Retail,Male,Bachelor's
2016,August,NY,12500500,11611300,889200,7.11%,Financial Services,Female,High School
2016,August,CA,65400,62000,3400,5.20%,Professional and Business S.,Male,High school diploma
2016,August,CA,120000,112200,7800,6.50%,Energy,Female,Master's degree
2016,September,NY,135000,121500,13500,10.00%,Hospitality,Male,Some College
2016,September,NY,90000,81000,9000,10.00%,Education,Female,Bachelor's
2016,September,CA,103000,94000,9000,8.74%,Agriculture,Male,High school diploma
2016,September,CA,85000,74250,10750,12.65%,Manufacturing,Female,Master's degree
2016,October,NY,15468900,14340700,1128200,7.29%,Manufacturing,Male,Associate's degree
2016,October,NY,12410900,11534800,876100,7.06%,Health Care,Female,Bachelor's degree
2016,October,CA,3475600,3230100,245500,7.06%,Professional and Business S.,Male,Bachelor's degree
2016,October,CA,14208700,13353200,855500,6.02%,Agriculture,Female,Bachelor's degree
2016,November,NY,15478900,14350900,1128000,7.29%,Financial Services,Male,Bachelor's
2016,November,NY,12450500,11566700,883800,7.10%,Construction,Female,High School
2016,November,CA,3484800,3241600,243200,6.98%,Agriculture,Male,High school diploma
2016,November,CA,3486900,3244100,242800,6.96%,Education,Female,Master's degree
2016,December,NY,15518900,14392500,1126400,7.26%,Manufacturing,Male,Some College
2016,December,NY,12480900,11594100,886800,7.11%,Technology,Female,Bachelor's
2016,December,CA,17678400,15576000,2102400,11.89%,Retail,Male,High school diploma
2016,December,CA,13270900,12282200,988700,7.45%,Education,Female,Master's degree
2017,January,NY,16119200,15006700,1112500,6.90%,Manufacturing,Male,Some College
2017,January,NY,12531900,11682000,849900,6.78%,Technology,Female,Bachelor's
2017,January,CA,12410900,11534800,876100,7.06%,Retail,Male,High school diploma
2017,January,CA,12531900,11682000,849900,6.78%,Education,Female,Master's degree
2017,February,NY,16136700,15024600,1112100,6.89%,Retail,Male,High School
2017,February,NY,12558100,11705900,852200,6.79%,Retail,Female,Master's
2017,February,CA,80000,68000,12000,15.00%,Professional and Business S.,Male,High school diploma
2017,February,CA,75000,68000,7000,9.33%,Energy,Female,Master's degree
2017,March,NY,16142800,15032200,1110600,6.88%,Hospitality,Male,Some College
2017,March,NY,12570600,11716900,853700,6.79%,Education,Female,Bachelor's
2017,March,CA,5291,5022,269,5.08%,Technology,Male,High school diploma
2017,March,CA,230000,207000,23000,10.00%,Retail,Female,Master's degree
2017,April,NY,120000,108000,12000,10.00%,Financial Services,Male,Bachelor's degree
2017,April,NY,12593300,11734900,858400,6.82%,Manufacturing,Female,High school diploma
2017,April,CA,90000,82800,7200,8.00%,Technology,Male,High school diploma
2017,April,CA,82000,75960,6040,7.37%,Retail,Female,Master's degree
2017,May,NY,16168000,15051600,1116400,6.90%,Healthcare,Male,Bachelor's
2017,May,NY,12629100,11778600,850500,6.73%,Retail,Female,High School
2017,May,CA,15518900,14376400,1142500,7.36%,Education,Male,Bachelor's degree
2017,May,CA,90000,81000,9000,10.00%,Manufacturing,Female,Bachelor's degree
2017,June,NY,16187900,15068000,1119900,6.92%,Technology,Male,Associate's degree
2017,June,NY,12664800,11848900,815900,6.44%,Retail,Female,Bachelor's degree
2017,June,CA,14208700,13353200,855500,6.02%,Education,Male,High school diploma
2017,June,CA,120000,112200,7800,6.50%,Manufacturing,Female,Master's degree
2017,July,NY,135000,121500,13500,10.00%,Technology,Male,Associate's degree
2017,July,NY,90000,81000,9000,10.00%,Retail,Female,Bachelor's degree
2017,July,CA,103000,94000,9000,8.74%,Retail,Male,High school diploma
2017,July,CA,12531900,11682000,849900,6.78%,Education,Female,Master's degree
2017,August,NY,14208700,13353200,855500,6.02%,Manufacturing,Male,Bachelor's degree
2017,August,NY,12176900,11561000,615900,5.06%,Technology,Female,High school diploma
2017,August,CA,17492600,15804800,1687800,9.65%,Retail,Male,High school diploma
2017,August,CA,12239900,11148800,1091100,8.91%,Education,Female,Master's degree
2017,September,NY,14257800,13415600,842200,5.91%,Manufacturing,Male,Bachelor's
2017,September,NY,12244000,11654300,589700,4.82%,Technology,Female,Some College
2017,September,CA,14329500,13504000,825500,5.76%,Retail,Male,High school diploma
2017,September,CA,15518900,14376400,1142500,7.36%,Education,Female,Master's degree
2017,October,NY,14329500,13504000,825500,5.76%,Manufacturing,Male,Bachelor's degree
2017,October,NY,12304200,11729600,574600,4.67%,Technology,Female,High school diploma
2017,October,CA,90000,82800,7200,8.00%,Retail,Male,High school diploma
2017,October,CA,82000,75960,6040,7.37%,Energy,Female,Master's degree
2017,November,NY,14374600,13551800,822800,5.72%,Hospitality,Male,Associate's degree
2017,November,NY,12383100,11812600,570500,4.61%,Financial Services,Female,Bachelor's degree
2017,November,CA,12410900,11534800,876100,7.06%,Technology,Male,High school diploma
2017,November,CA,12531900,11682000,849900,6.78%,Retail,Female,Master's degree
2017,December,NY,14391200,13584200,807000,5.61%,Retail,Male,Associate's degree
2017,December,NY,12392100,11908700,483400,3.90%,Health Care,Female,Bachelor's degree
2017,December,CA,17492600,15804800,1687800,9.65%,Agriculture,Male,High school diploma
2017,December,CA,12239900,11148800,1091100,8.91%,Education,Female,Master's degree
2019,January,NY,18640300,17378000,1262300,6.77%,Manufacturing,Male,High School
2019,January,NY,13270900,12282200,988700,7.45%,Technology,Female,Bachelor's
2019,January,CA,15518900,14376400,1142500,7.36%,Retail,Male,High school diploma
2019,February,CA,13270900,12282200,988700,7.45%,Education,Female,Master's degree
2019,February,NY,18641600,17394000,1247600,6.69%,Manufacturing,Male,Associate's degree
2019,February,NY,13288000,12311100,976900,7.35%,Technology,Female,Bachelor's degree
2019,February,CA,90000,82800,7200,8.00%,Retail,Male,High school diploma
2019,February,CA,82000,75960,6040,7.37%,Professional and Business S.,Female,Master's degree
2019,March,NY,18688000,17450500,1237500,6.62%,Energy,Male,Master's
2019,March,NY,13327300,12364600,962700,7.22%,Construction,Female,Some College
2019,March,CA,17492600,15804800,1687800,9.65%,Education,Male,High school diploma
2019,March,CA,12239900,11148800,1091100,8.91%,Manufacturing,Female,Master's degree
2019,April,NY,18725100,17493200,1231900,6.58%,Technology,Male,Associate's degree
2019,April,NY,13364700,12419000,945700,7.08%,Retail,Female,Bachelor's degree
2019,April,CA,17678400,15576000,2102400,11.89%,Education,Male,High school diploma
2019,April,CA,85000,74250,10750,12.65%,Manufacturing,Female,Master's degree
2019,May,NY,18757400,17531300,1226100,6.54%,Technology,Male,Some College
2019,May,NY,13403300,12469200,934100,6.97%,Retail,Female,Master's
2019,May,CA,14208700,13353200,855500,6.02%,Education,Male,Bachelor's degree
2019,May,CA,3475600,3230100,245500,7.06%,Manufacturing,Female,Bachelor's degree
2019,June,NY,18782000,17563200,1218800,6.49%,Technology,Male,Bachelor's degree
2019,June,NY,13438300,12516200,922100,6.86%,Retail,Female,High school diploma
2019,June,CA,11148800,10230100,918700,8.24%,Education,Male,High school diploma
2019,June,CA,15518900,14376400,1142500,7.36%,Manufacturing,Female,Master's degree
2019,July,NY,18809400,17596500,1212900,6.45%,Technology,Male,Associate's degree
2019,July,NY,13476800,12563600,913200,6.78%,Retail,Female,Bachelor's degree
2019,July,CA,103000,94000,9000,8.74%,Technology,Male,High school diploma
2019,July,CA,15518900,14376400,1142500,7.36%,Retail,Female,Master's degree
2019,August,NY,18839900,17630700,1209200,6.42%,Manufacturing,Male,High School
2019,August,NY,13515300,12609100,906200,6.70%,Technology,Female,Bachelor's
2019,August,CA,11148800,10230100,918700,8.24%,Retail,Male,High school diploma
2019,August,CA,17678400,15576000,2102400,11.89%,Education,Female,Master's degree
2019,September,NY,18871600,17665500,1206100,6.39%,Manufacturing,Male,Some College
2019,September,NY,14257800,13415600,842200,5.91%,Technology,Female,Bachelor's
2019,September,CA,17492600,15804800,1687800,9.65%,Retail,Male,High school diploma
2019,September,CA,12239900,11148800,1091100,8.91%,Manufacturing,Female,Master's degree
2019,October,NY,18451000,17489600,961400,5.21%,Technology,Male,Bachelor's degree
2019,October,NY,13159800,12442000,717800,5.45%,Retail,Female,High school diploma
2019,October,CA,120000,112200,7800,6.50%,Education,Male,High school diploma
2019,October,CA,135000,121500,13500,10.00%,Manufacturing,Female,Master's degree
2019,November,NY,90000,81000,9000,10.00%,Technology,Male,Some College
2019,November,NY,103000,94000,9000,8.74%,Retail,Female,Master's
2019,November,CA,15518900,14376400,1142500,7.36%,Education,Male,High school diploma
2019,November,CA,15518900,12442000,3076900,19.83%,Manufacturing,Female,Master's degree
2019,December,NY,18326200,17367000,959200,5.23%,Technology,Male,Associate's degree
2019,December,NY,13064700,12353300,711400,5.45%,Retail,Female,Bachelor's degree
2019,December,CA,12239900,11148800,1091100,8.91%,Education,Male,High school diploma
2019,December,CA,85000,74250,10750,12.65%,Manufacturing,Female,Master's degree
2020,January,NY,18315500,17364500,951000,5.19%,Technology,Male,Associate's
2020,January,NY,13062000,12351400,710600,5.44%,Retail,Female,High School
2020,January,CA,17492600,15804800,1687800,9.65%,Agriculture,Male,High school diploma
2020,January,CA,12239900,11148800,1091100,8.91%,Professional and Business S.,Female,Master's degree
2020,February,NY,18312300,17365200,947100,5.17%,Energy,Male,Bachelor's
2020,February,NY,13055100,12349100,706000,5.41%,Hospitality,Female,Some College
2020,February,CA,17678400,15576000,2102400,11.89%,Retail,Male,High school diploma
2020,February,CA,3475600,3230100,245500,7.06%,Agriculture,Female,Master's degree
2020,March,NY,18246400,17080400,1166000,6.39%,Education,Male,Bachelor's degree
2020,March,NY,12977800,12212200,765600,5.90%,Healthcare,Female,High school diploma
2020,March,CA,3484800,3241600,243200,6.98%,Manufacturing,Male,High school diploma
2020,March,CA,3486900,3244100,242800,6.96%,Professional and Business S.,Female,Master's degree
2020,April,NY,17228000,12733800,4494200,26.09%,Energy,Male,Some College
2020,April,NY,10892600,8071900,2820700,25.90%,Hospitality,Female,Bachelor's
2020,April,CA,12244000,11654300,589700,4.82%,Education,Male,High school diploma
2020,April,CA,15518900,14376400,1142500,7.36%,Manufacturing,Female,Master's degree
2020,May,NY,16314800,13737500,2577300,15.80%,Technology,Male,Bachelor's degree
2020,May,NY,10433100,8698900,1734200,16.62%,Retail,Female,High school diploma
2020,May,CA,11148800,10230100,918700,8.24%,Education,Male,High school diploma
2020,May,CA,120000,112200,7800,6.50%,Manufacturing,Female,Master's degree
2020,June,NY,135000,121500,13500,10.00%,Technology,Male,High School
2020,June,NY,90000,81000,9000,10.00%,Retail,Female,Bachelor's
2020,June,CA,103000,94000,9000,8.74%,Technology,Male,High school diploma
2020,June,CA,12239900,11148800,1091100,8.91%,Retail,Female,Master's degree
2020,July,NY,18198200,15714600,2483600,13.65%,Retail,Male,Some College
2020,July,NY,13136800,12027800,1109000,8.44%,Finance,Female,High School
2020,July,CA,15518900,14376400,1142500,7.36%,Agriculture,Male,High school diploma
2020,July,CA,85000,74250,10750,12.65%,Education,Female,Master's degree
2020,August,NY,18100900,15832800,2268100,12.53%,Manufacturing,Male,Bachelor's degree
2020,August,NY,13010700,11884200,1126500,8.66%,Technology,Female,High school diploma
2020,August,CA,12244000,11654300,589700,4.82%,Retail,Male,High school diploma
2020,August,CA,85000,74250,10750,12.65%,Education,Female,Master's degree
2020,September,NY,18011000,15902100,2108900,11.71%,Manufacturing,Male,Bachelor's degree
2020,September,NY,12893500,11815300,1078200,8.36%,Technology,Female,High school diploma
2020,October,CA,12410900,11534800,876100,7.06%,Retail,Male,High school diploma
2020,November,CA,12531900,11682000,849900,6.78%,Agriculture,Female,Master's degree
2020,October,NY,17901300,15905200,1996100,11.15%,Manufacturing,Male,Bachelor's degree
2020,October,NY,12808900,11784700,1024200,8.00%,Retail,Female,High school diploma
2020,October,CA,17492600,15804800,1687800,9.65%,Agriculture,Male,High school diploma
2020,October,CA,12239900,11148800,1091100,8.91%,Technology,Female,Master's degree
2020,November,NY,17871900,15854900,2017000,11.29%,Retail,Male,Some College
2020,November,NY,12718400,11673000,1045400,8.22%,Education,Female,High School
2020,November,CA,817000,754000,63000,7.71%,Technology,Male,High school diploma
2020,November,CA,407000,378000,29000,7.13%,Agriculture,Female,Master's degree
2020,December,NY,17803400,15743400,2060000,11.57%,Construction,Male,Bachelor's degree
2020,December,NY,12597700,11515700,1082000,8.59%,Hospitality,Female,High school diploma
2020,December,CA,3484800,3241600,243200,6.98%,Technology,Male,High school diploma
2020,December,CA,3486900,3244100,242800,6.96%,Professional and Business S.,Female,Master's degree
2021,January,NY,17727700,15687700,2040000,11.51%,Energy,Male,Master's
1995,January,FL,3000000,2800000,200000,6.67%,Manufacturing,Male,Bachelor's degree
1995,February,FL,3010000,2810000,200000,6.64%,Retail,Female,High school diploma
1995,March,FL,3020000,2820000,200000,6.62%,Education,Male,Bachelor's
1995,April,FL,3030000,2830000,200000,6.60%,Healthcare,Female,High School
1995,May,FL,3040000,2840000,200000,6.58%,Financial Services,Male,Some College
1995,June,FL,3050000,2850000,200000,6.56%,Construction,Female,Bachelor's
1995,July,FL,3060000,2860000,200000,6.54%,Manufacturing,Male,High School
1995,August,FL,3070000,2870000,200000,6.51%,Retail,Female,Some College
1995,September,FL,3080000,2880000,200000,6.49%,Education,Male,Bachelor's
1995,October,FL,3090000,2890000,200000,6.47%,Healthcare,Female,High School
1995,November,FL,3100000,2900000,200000,6.45%,Financial Services,Male,Some College
1995,December,FL,3110000,2910000,200000,6.43%,Construction,Female,Bachelor's
1995,January,FL,3468900,3222600,246300,7.10%,Education,Male,High School
1995,February,FL,3471300,3225400,245900,7.08%,Financial Services,Female,Bachelor's
1995,March,FL,3473700,3228100,245600,7.07%,Healthcare,Male,Some College
1995,April,FL,3475600,3230100,245500,7.06%,Technology,Female,Master's
1995,May,FL,3476800,3231600,245200,7.05%,Retail,Male,High School
1995,June,FL,3478100,3232900,245200,7.05%,Education,Female,Bachelor's
1995,July,FL,3478800,3233800,245000,7.04%,Healthcare,Male,Some College
1995,August,FL,3479900,3235200,244700,7.03%,Financial Services,Female,Master's
1995,September,FL,3481600,3237700,243900,7.01%,Technology,Male,High School
1995,October,FL,3483300,3240200,243100,6.98%,Retail,Female,Bachelor's
1995,November,FL,3484800,3241600,243200,6.98%,Education,Male,Some College
1995,December,FL,3486900,3244100,242800,6.96%,Healthcare,Female,Master's
1996,January,FL,6942000,6489000,453000,6.53%,Manufacturing,Male,High School
1996,January,FL,4145000,3878000,267000,6.44%,Information,Female,Bachelor's
1996,February,FL,6971000,6524000,447000,6.41%,Education,Male,Some College
1996,February,FL,4162000,3909000,253000,6.08%,Health Care,Female,Master's
1996,March,FL,6998000,6555000,443000,6.33%,Retail,Male,High School
1996,March,FL,4168000,3914000,254000,6.09%,Financial Sector,Female,Bachelor's
1996,April,FL,7019000,6590000,429000,6.11%,Construction,Male,Some College
1996,April,FL,4183000,3929000,254000,6.07%,Manufacturing,Female,Master's
1996,May,FL,7044000,6622000,422000,5.99%,Health Care,Male,High School
1996,May,FL,4200000,3940000,260000,6.19%,Retail,Female,Bachelor's
1996,June,FL,7065000,6649000,416000,5.89%,Education,Male,Some College
1996,June,FL,4213000,3952000,261000,6.20%,Financial Sector,Female,Master's
1996,July,FL,7091000,6685000,406000,5.73%,Construction,Male,High School
1996,July,FL,4222000,3960000,262000,6.21%,Manufacturing,Female,Bachelor's
1996,August,FL,7113000,6707000,406000,5.71%,Health Care,Male,Some College
1996,August,FL,4240000,3980000,260000,6.13%,Retail,Female,Master's
1996,September,FL,9248000,8610000,638000,6.90%,Manufacturing,Male,Some College
1996,September,FL,4453000,4142000,311000,6.98%,Retail,Female,Bachelor's
1996,October,FL,9261000,8645000,616000,6.65%,Healthcare,Male,High School
1996,October,FL,4456000,4147000,309000,6.93%,Information Services,Female,Some College
1996,November,FL,9266000,8661000,605000,6.53%,Financial Services,Male,Bachelor's
1996,November,FL,4458000,4156000,302000,6.77%,Manufacturing,Female,Some College
1996,December,FL,9269000,8674000,595000,6.42%,Retail,Male,High School
1996,December,FL,4459000,4165000,294000,6.59%,Healthcare,Female,Bachelor's
1997,January,FL,5478149,5128562,349587,6.38%,Construction,Male,High School
1997,February,FL,5486172,5135402,350770,6.39%,Retail Trade,Female,Some College
1997,March,FL,5495715,5149417,346298,6.30%,Finance and Insurance,Male,Bachelor's Degree
1997,April,FL,5510523,5161526,348997,6.33%,Manufacturing,Female,Master's Degree
1997,May,FL,5532920,5197536,335384,6.06%,Education Services,Male,Doctorate
1997,June,FL,5539921,5213332,326589,5.90%,Health Care,Female,High School
1997,July,FL,5564318,5240404,323914,5.82%,Professional Services,Male,Some College
1997,August,FL,5585453,5263819,321634,5.76%,Wholesale Trade,Female,Bachelor's Degree
1997,September,FL,5597598,5279014,318584,5.69%,Retail Trade,Male,Master's Degree
1997,October,FL,5608832,5295262,313570,5.59%,Manufacturing,Female,High School
1997,November,FL,5621776,5311429,310347,5.52%,Finance and Insurance,Male,Some College
1997,December,FL,5636555,5329795,306760,5.44%,Health Care,Female,Bachelor's Degree
1998,January,FL,7784000,7323000,461000,5.92%,Education Services,Male,High School
1998,February,FL,7802000,7345000,457000,5.86%,Financial Services,Female,Bachelor's
1998,March,FL,7813000,7362000,451000,5.77%,Healthcare Services,Male,Some College
1998,April,FL,7841000,7386000,455000,5.80%,Retail,Female,High School
1998,May,FL,7862000,7403000,459000,5.84%,Manufacturing,Male,Bachelor's
1998,June,FL,7884000,7422000,462000,5.86%,Education Services,Female,Some College
1998,July,FL,7899000,7438000,461000,5.84%,Financial Services,Male,High School
1998,August,FL,7912000,7456000,456000,5.76%,Healthcare Services,Female,Bachelor's
1998,September,FL,7929000,7472000,457000,5.76%,Retail,Male,Some College
1998,October,FL,7953000,7498000,455000,5.72%,Manufacturing,Female,High School
1998,November,FL,7962000,7508000,454000,5.70%,Education Services,Male,Bachelor's
1998,December,FL,7974000,7523000,451000,5.66%,Financial Services,Female,Some College
1997,January,FL,3587500,3264900,322600,8.99%,Financial Services,Male,Some College
1997,February,FL,3596800,3282300,314500,8.74%,Retail,Female,Bachelor's
1997,March,FL,3605400,3291500,313900,8.71%,Healthcare,Male,High School
1997,April,FL,3611200,3298300,312900,8.66%,Technology,Female,Master's
1997,May,FL,3617400,3306400,311000,8.60%,Manufacturing,Male,Some College
1997,June,FL,3623300,3312500,310800,8.58%,Financial Services,Female,High School
1997,July,FL,3629600,3321700,307900,8.48%,Retail,Male,Bachelor's
1997,August,FL,3634600,3329600,305000,8.39%,Healthcare,Female,Some College
1997,September,FL,3639200,3335300,303900,8.35%,Technology,Male,High School
1997,October,FL,3644900,3341900,303000,8.31%,Manufacturing,Female,Master's
1997,November,FL,3652000,3350900,301100,8.24%,Financial Services,Male,Some College
1997,December,FL,3657500,3355700,301800,8.25%,Retail,Female,Bachelor's
1998,January,FL,3345600,3108210,237390,7.10%,Manufacturing,Male,Some College
1998,February,FL,3348200,3111020,237180,7.08%,Retail,Female,High School
1998,March,FL,3351900,3114160,237740,7.09%,Education,Male,Bachelor's
1998,April,FL,3355800,3117250,238550,7.11%,Healthcare,Female,Master's
1998,May,FL,3359700,3120240,239460,7.13%,Financial Services,Male,Some College
1998,June,FL,3363200,3122690,240510,7.15%,Manufacturing,Female,High School
1998,July,FL,3366500,3125060,241440,7.17%,Retail,Male,Bachelor's
1998,August,FL,3370000,3127310,242690,7.20%,Education,Female,Master's
1998,September,FL,3373700,3129840,243860,7.23%,Healthcare,Male,Some College
1998,October,FL,3377400,3132460,244940,7.25%,Financial Services,Female,High School
1998,November,FL,3381000,3134840,246160,7.28%,Manufacturing,Male,Bachelor's
1998,December,FL,3384500,3137260,247240,7.31%,Retail,Female,Master's
1999,January,NJ,9375800,8757500,618300,6.59%,Manufacturing,Male,Some College
1999,February,NJ,9394100,8785300,608800,6.48%,Information,Female,Bachelor's
1999,March,NJ,9412000,8802600,609400,6.47%,Retail,Male,High School
1999,April,NJ,9429000,8821400,607600,6.44%,Healthcare,Female,Some College
1999,May,NJ,9446300,8840400,605900,6.41%,Financial Services,Male,Bachelor's
1999,June,NJ,9464100,8860200,603900,6.38%,Education,Female,Master's
1999,July,NJ,9481700,8880000,601700,6.35%,Construction,Male,Some College
1999,August,NJ,9500000,8900500,599500,6.31%,Retail,Female,High School
1999,September,NJ,9517800,8919700,598100,6.28%,Healthcare,Male,Bachelor's
1999,October,NJ,9536200,8940500,595700,6.25%,Financial Services,Female,Some College
1999,November,NJ,9554000,8960700,593300,6.21%,Education,Male,High School
1999,December,NJ,9572000,8981500,590500,6.17%,Construction,Female,Bachelor's
1999,Jan,NJ,5145,4876,269,5.23%,Finance,Male,High School
1999,Feb,NJ,5196,4923,273,5.25%,Education,Female,Bachelor's
1999,Mar,NJ,5237,4965,272,5.19%,Healthcare,Male,Master's
1999,Apr,NJ,5291,5022,269,5.08%,Technology,Female,High School
1999,May,NJ,5336,5079,257,4.82%,Finance,Male,Bachelor's
1999,Jun,NJ,5378,5118,260,4.83%,Education,Female,High School
1999,Jul,NJ,5420,5157,263,4.85%,Healthcare,Male,Master's
1999,Aug,NJ,5458,5200,258,4.73%,Technology,Female,High School
1999,January,NJ,450000,400000,50000,11.11%,Finance,Male,High School
1999,February,NJ,455000,405000,50000,10.99%,Finance,Female,High School
1999,March,NJ,460000,408000,52000,11.30%,Education,Male,Bachelor's
1999,April,NJ,465000,412000,53000,11.40%,Education,Female,Bachelor's
1999,May,NJ,470000,418000,52000,11.06%,Healthcare,Male,High School
